Name ,Price,Count,Positive Review,Negative Review,Detailed Review Text,Review 2,Review 3,Review 4,Key Features 
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,10,5,5,"Customers have different views on the value for money of the tooth cleaning product. Some find it a good value and worth the price, while others consider it slightly expensive but worth the cost. The product feels fresh and is paraben-free.",Very Costly taste good smell also good normal foaming ,Toothpaste is good but very expensive ,It is a fine toothpaste. Cavity goes in 4 to 5 days. Value of money. ,Value for money
Clove Ultimate Toothpaste | Active Freshness | Cavity Prevention | Teeth Whitening | Healthy Gums & Oral Care | Triclosan Free | Paraben Free | Peroxide free | Mint | Pack of 1 (100 gms),218,5,3,2,"Customers have differing views on the chemical content of the toothpaste. Some find it free from harmful chemicals and effective for daily use, while others say it contains at least 15 chemicals. There is no mention of clove oil in the ingredients, and some customers feel it's just marketing.","of its key features is the inclusion of clove oil, known for its antimicrobial and soothing properties, which can help with oral hygiene and comfort. ",Just the usual chemical type paste containing atleast 15 chemicals. Not worth paying big money for a chemical past.... ,"Free from harmful chemicals. If you want a natural, effective toothpaste for daily use. ",Chemical content
"Dabur Red Toothpaste - 800g(200gx4) |Fluoride Free | Helps In Bad Breath Treatment, Cavity Protection, Plaque Removal | For Whole Mouth Health | Power Of 13 Potent Ayurvedic Herbs",335,402,384,18,"Customers appreciate the toothpaste's quality. They find it effective for 12 hours, protecting gums and providing a natural and refreshing option. The quality has been consistent over the past several years.",Qualities very good I have used to use ,Quality of product is very good ,Good Product ,Quality
"Dabur Red Toothpaste - 800g(200gx4) |Fluoride Free | Helps In Bad Breath Treatment, Cavity Protection, Plaque Removal | For Whole Mouth Health | Power Of 13 Potent Ayurvedic Herbs",335,212,207,5,Customers appreciate the value for money. They mention the 800g pack has four 200g tubes that last quite a while and the product is worth the price.,I know it has saccharin but this is the cheapest toothpaste with Less harmful chemical in the market I ever find that does not effectmy pocket). ,"The 800g pack is a great value, with four 200g tubes that last quite a while. What I love most is that it's fluoride-free, which is important to me.... ",Value for money ,Value for money
"Dabur Red Toothpaste - 800g(200gx4) |Fluoride Free | Helps In Bad Breath Treatment, Cavity Protection, Plaque Removal | For Whole Mouth Health | Power Of 13 Potent Ayurvedic Herbs",335,88,84,4,Customers appreciate the natural ingredients in the toothpaste. They find it a worthwhile addition to their oral care routine that has a refreshing taste and is good for teeth health. The toothpaste has healing medicinal properties and works effectively.,The blend of 13 potent Ayurvedic herbs not only helps in managing bad breath but also feels incredibly refreshing.... ,No dental problem occurs while using this.Thank you #Dabur ,Liked the product. Pretty effective ,Natural ingredients
"Dabur Red Toothpaste - 800g(200gx4) |Fluoride Free | Helps In Bad Breath Treatment, Cavity Protection, Plaque Removal | For Whole Mouth Health | Power Of 13 Potent Ayurvedic Herbs",335,35,26,9,"Customers like the toothpaste's taste. They say it has a good flavor, and they don't use artificial flavors to make it fake minty.","It has a unique taste that's a bit different from conventional toothpaste, but it's worth it for the natural benefits.... ",It gives clove smell and freshness. Taste is good and feels like no chemicals involved. ,Taste and price ,Taste
"Dabur Red Toothpaste - 800g(200gx4) |Fluoride Free | Helps In Bad Breath Treatment, Cavity Protection, Plaque Removal | For Whole Mouth Health | Power Of 13 Potent Ayurvedic Herbs",335,29,29,0,"Customers like the freshness of the tooth cleaning agent. They mention it feels fresh and clean after every use, with a good flavor. The freshness lasts for long.",It gives clove smell and freshness. Taste is good and feels like no chemicals involved. ,Using this product from a long time. Feels fresh and clean after every use. ,I'm using it daily & fell really fresh..way better than Colgates.. if u find it under ₹280 for 4*200 then it's a good deal. ,Freshness
"Dabur Red Toothpaste - 800g(200gx4) |Fluoride Free | Helps In Bad Breath Treatment, Cavity Protection, Plaque Removal | For Whole Mouth Health | Power Of 13 Potent Ayurvedic Herbs",335,13,13,0,"Customers enjoy the product's pleasant scent. They mention that it has a good smell and freshness, with a nice clean scent.",It gives clove smell and freshness. Taste is good and feels like no chemicals involved. ,Cleans teeth good. No odour from mouth ,Nice smell effectiveness taste and rich I natural ingredients. Mouth feels good and fresh after usage ,Smell
"Dabur Red Toothpaste - 800g(200gx4) |Fluoride Free | Helps In Bad Breath Treatment, Cavity Protection, Plaque Removal | For Whole Mouth Health | Power Of 13 Potent Ayurvedic Herbs",335,12,12,0,"Customers appreciate the authenticity of the tooth cleaning product. They find it genuine, with a current manufacturing date, and safe for teeth. The product quality is good, with a purity guarantee from Dabur.",Best part it they do not use artificial flavours to make it fake fresh and minty. Feel safe for teeth. ,"Great Product , Value for Money, Original product, great quality. ",A good product and a genuine brand💯 ,Authenticity
"Dabur Red Toothpaste - 800g(200gx4) |Fluoride Free | Helps In Bad Breath Treatment, Cavity Protection, Plaque Removal | For Whole Mouth Health | Power Of 13 Potent Ayurvedic Herbs",335,12,12,0,"Customers like the cleaning power of the product. They mention it has a good smell, freshness, and effectively removes plaque and stains. It's considered hygienic and useful for brushing teeth.",Cleans teeth good. No odour from mouth ,Using this product from a long time. Feels fresh and clean after every use. ,Fast delivered. Good cleaning power ,Cleaning power
Closeup Multi Action Toothpaste Lemon & Sea Salt | Whiter Teeth In 2 Weeks - 300 Gm,240,51,51,0,Customers like the refreshing taste of the toothpaste. It makes them feel clean and fresh throughout the day. They say it fights bad breath effectively and provides a long-lasting fresh feeling.,"This closeup toothpaste provides a refreshing experience, effectively removes plaque, whitens teeth, and freshens breath.... ","and smell fresh, taste is also good with refreshing clean that lasts all day. its flavour is also nice.... ","It effectively fights bad breath and provides a long-lasting fresh feeling. Day by day, it also effectively whitens teeth. ",Refreshness
Closeup Multi Action Toothpaste Lemon & Sea Salt | Whiter Teeth In 2 Weeks - 300 Gm,240,47,47,0,Customers enjoy the pleasant and refreshing taste of the toothpaste. It has a good blend of lemon and sea salt that leaves their breath fresh all day. They also appreciate that it cleans every corner of their mouth.,"like lemon and sea salt, it promotes oral health while its citrus flavor offers a pleasant and enjoyable cleaning routine. ","It brightens teeth effectively, leaving a smooth and smell fresh, taste is also good with refreshing clean that lasts all day.... ",This toothpaste is perfect. Its lemon and sea salt flavor is amazing and leaves my mouth feeling clean and rejuvenated. ,Taste
Closeup Multi Action Toothpaste Lemon & Sea Salt | Whiter Teeth In 2 Weeks - 300 Gm,240,38,38,0,"Customers like the whitening effect of this toothpaste. They say it effectively whitens and brightens their teeth, making them shine. It's great for gum health and overall brightening.","provides a refreshing experience, effectively removes plaque, whitens teeth, and freshens breath.... ","My family and me love it! It brightens teeth effectively, leaving a smooth and smell fresh, taste is also good with refreshing clean that lasts all... ","Day by day, it also effectively whitens teeth. ",Whitening effect
Closeup Multi Action Toothpaste Lemon & Sea Salt | Whiter Teeth In 2 Weeks - 300 Gm,240,34,34,0,"Customers like the cleaning ability of the toothpaste. It effectively cleans teeth and removes plaque, leaving them refreshed throughout the day. The consistency allows for easy brushing and a small amount is sufficient to produce a satisfying foam. The taste is good, quickly clears teeth and removes yellow stains.",oral health while its citrus flavor offers a pleasant and enjoyable cleaning routine. ,"leaving a smooth and smell fresh, taste is also good with refreshing clean that lasts all day. its flavour is also nice.... ",Its lemon and sea salt flavor is amazing and leaves my mouth feeling clean and rejuvenated. ,Cleaning ability
Closeup Multi Action Toothpaste Lemon & Sea Salt | Whiter Teeth In 2 Weeks - 300 Gm,240,34,34,0,"Customers appreciate the toothpaste's quality. They find it effective for cleaning teeth, removing plaque, and improving their appearance. The salty taste is pleasant and effective. It lathers well and spreads evenly on the teeth.","Made from natural ingredients like lemon and sea salt, it promotes oral health while its citrus flavor offers a pleasant and enjoyable cleaning... ",This toothpaste is perfect. Its lemon and sea salt flavor is amazing and leaves my mouth feeling clean and rejuvenated.... ,Very good toothpaste makes my mouth very refreshed and healthy. Great for gum health and overall brightening of teeth. ,Toothpaste quality
Closeup Multi Action Toothpaste Lemon & Sea Salt | Whiter Teeth In 2 Weeks - 300 Gm,240,26,26,0,"Customers appreciate the quality of the toothpaste. They find it fresh and not bland. The design is good, and the saver pack includes two tubes of paste.",this whitening toothpaste offers the best in price and quality. ,It has a fruity citrus flavor with a hint of sea salt in it. Very good toothpaste makes my mouth very refreshed and healthy.... ,"This closeup toothpaste is amazing. The taste is amazing, not bland at all. it gives my mouth a fresh touch and get rid of all the foul smell. ",Quality
Closeup Multi Action Toothpaste Lemon & Sea Salt | Whiter Teeth In 2 Weeks - 300 Gm,240,14,14,0,Customers like the breath freshness. They say it tastes good and keeps bad breath away.,"experience, effectively removes plaque, whitens teeth, and freshens breath.... ","It effectively fights bad breath and provides a long-lasting fresh feeling. Day by day, it also effectively whitens teeth. ",a good consistency that allows my brush to remove all dirt and bad breath easily and my mouth feels fresh. ,Breath freshness
Closeup Multi Action Toothpaste Lemon & Sea Salt | Whiter Teeth In 2 Weeks - 300 Gm,240,11,11,0,"Customers appreciate the toothpaste's salt content. They find it beneficial for their oral health, mentioning it contains natural ingredients like lemon and sea salt. The toothpaste also has a refreshing taste that blends citrus and salt for a unique clean.","Made from natural ingredients like lemon and sea salt, it promotes oral health while its citrus flavor offers a pleasant and enjoyable cleaning... ",It has a fruity citrus flavor with a hint of sea salt in it. Very good toothpaste makes my mouth very refreshed and healthy.... ,The goodness of sea salt helped the quality of teeth. Worthy product. ,Salt content
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,63,57,6,"Customers appreciate the quality of the toothpaste. They say it's a good product, has no issues, and is comfortable to use for more than 5 years.",nice quality ,Close up toothpaste Quality best ,Product is good. But a find it abit costly ,Quality
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,45,42,3,Customers appreciate the value for money and quality of the tooth cleaning agent.,Value for mony. ,"Good taste,Value for money,freshnesss ",Value for money ,Value for money
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,13,11,2,"Customers appreciate the freshness of the tooth cleaning product. They say it leaves a good, long-lasting fresh feeling.","Good taste,Value for money,freshnesss ",Everything is good freshers already ,I like this toothpaste. It's flavour is good and the freshness while using it is good but the thing is that it doesn't last for long. ,Freshness
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,8,8,0,Customers enjoy the breath freshness. They mention it leaves their mouth feeling clean and fresh after washing it.,"with Active Zinc and Purifying Gel, ensuring not just a minty-fresh breath but an enduring shield against germs.... ","and used it, the mouth has become completely fresh and the breath is also fresh. ",Fresh flavor Keeps Breath fresh.. ,Breath freshness
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,6,6,0,Customers like the toothpaste's taste. They say it has a good flavor and freshness.,"Good taste,Value for money,freshnesss ",I got 4 packs in this combo. The flavour is good but have a combo with mix of flavours which is good. Keep in mind the freshness didn't last long. ,Fresh flavor Keeps Breath fresh.. ,Taste
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,5,5,0,Customers appreciate the toothpaste's safety. They find it effective for maintaining oral hygiene and providing fresh breath for 12 hours.,Best tooth paste to take care of oral hygiene at very good offer ,"Good toothpaste, safe to use. ",Excellent paste ,Toothpaste safety
Close Up Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 600g (Pack of 4),349,4,4,0,"Customers like the oral health benefits of the toothpaste. They say it provides sustained oral health and fresh breath for 12 hours. The toothpaste is good for teeth and money-saving. Some reviewers mention it's a commitment to oral excellence, not just a toothpaste.","symphony that lingers for an impressive 12 hours, setting a new standard for oral care.... ","This paste is better than others, mouth feel freshness and teeth become strong , white and shinning. ","I took a close up in the morning and used it, the mouth has become completely fresh and the breath is also fresh. ",Oral health
Dente91 Anti-Stain Expert Toothpaste for Stain Removal &Teeth Whitening | Protects against Dental Caries & Strengthens Enamel | Reduces 63% stains in just 3 days | 70g (Pack of 1),170,194,160,34,"Customers find the toothpaste effective for whitening and cleaning teeth. They say it works well on coffee and nicotine stains. Some mention it's worth the value, while others say the packaging is not great.","As for the product and packaging, product is worth the value and packaging is not that great, but just normal and similar to other similar products.... ",This toothpaste is definitely an expertly made product and I would highly recommend to all. ,Has a good taste ..works well but too small as compared to price ,Effectiveness
Dente91 Anti-Stain Expert Toothpaste for Stain Removal &Teeth Whitening | Protects against Dental Caries & Strengthens Enamel | Reduces 63% stains in just 3 days | 70g (Pack of 1),170,77,59,18,"Customers like the stain removal of the product. They say it removes stains and lightens yellowish colors. It works well on coffee and nicotine stains, leaving them with clean and fresh teeth.",Especially the Anti Stain variant. ,"Having the stain prevention within this toothpaste is really appealing, as it's nice to know that your teeth will not just return to how they was... ","This will create just a minor noticeable difference in stains, don't expect much. ",Stain removal
Dente91 Anti-Stain Expert Toothpaste for Stain Removal &Teeth Whitening | Protects against Dental Caries & Strengthens Enamel | Reduces 63% stains in just 3 days | 70g (Pack of 1),170,58,41,17,"Customers appreciate the whitening capability of the toothpaste. They say it removes stain and gives them crystal-white teeth. Some mention that the yellowish tone of their teeth just vanished. However, some feel the whitening capacity is quite good, but they could have better options in flavor.",I have used this product for the past 15 days and see a very minimal change in teeth colour.... ,daily and can already feel benefits of the quality stain removal and whitening.... ,"It doesn't whiten my teeth, but cleans it for sure. It's all about what I eat that matters in the end, so the toothpaste is good for its price. ",Whitening capability
Dente91 Anti-Stain Expert Toothpaste for Stain Removal &Teeth Whitening | Protects against Dental Caries & Strengthens Enamel | Reduces 63% stains in just 3 days | 70g (Pack of 1),170,45,42,3,"Customers enjoy the toothpaste's taste. They find it has a pleasant flavor and provides a fresh, minty sensation after use.",Taste quality ,Has a good taste .....works well but too small as compared to price ,"The minty flavor is refreshing, and after just a week of use, I noticed a significant improvement in the brightness of my smile. ",Taste
Dente91 Anti-Stain Expert Toothpaste for Stain Removal &Teeth Whitening | Protects against Dental Caries & Strengthens Enamel | Reduces 63% stains in just 3 days | 70g (Pack of 1),170,33,33,0,Customers appreciate the freshness and flavor of the toothpaste. They find it effective in removing stains and leaving their mouth feeling refreshed. The product has a pleasant taste and long-lasting freshness.,of this toothpaste is one I really like and gives you that long-lasting freshness.... ,"Easy to use, freshness is good,for sensitive it's good to use ",after and during brushing the whole of inside of mouth feels highly fresh  ,Freshness
Dente91 Anti-Stain Expert Toothpaste for Stain Removal &Teeth Whitening | Protects against Dental Caries & Strengthens Enamel | Reduces 63% stains in just 3 days | 70g (Pack of 1),170,30,27,3,"Customers enjoy the toothpaste's benefits for their teeth. They mention it whitens teeth, reduces tooth pain and cavities, and has all the features needed for healthy gums and teeth. Some say their teeth look healthier and stronger after using it. The toothpaste is refreshing and smells good.",I can already see that my teeth are looking healthier and stronger even after 1 week of use.... ,"Nonetheless, for those seeking a reliable at-home solution for dental discolouration, Dente91 Anti-Stain Expert Toothpaste undoubtedly earns its... ",It is used to brush the teeth ,Tooth health
Dente91 Anti-Stain Expert Toothpaste for Stain Removal &Teeth Whitening | Protects against Dental Caries & Strengthens Enamel | Reduces 63% stains in just 3 days | 70g (Pack of 1),170,7,7,0,Customers like the toothpaste's scent. They say it's refreshing and has a good smell.,The toothpaste is refreshing and smells good. It helps in reducing the stains. For effective results use twice daily. ,give instant whitening to teeth after using it and also leave a mouth freshner fragrance after using it. Just Go for it ,"I liked the smell, also helping in teeth whitening. ",Smell
Dente91 Anti-Stain Expert Toothpaste for Stain Removal &Teeth Whitening | Protects against Dental Caries & Strengthens Enamel | Reduces 63% stains in just 3 days | 70g (Pack of 1),170,56,0,56,"Customers are unhappy with the product's value for money. They find it useless, with poor quality and small quantity compared to the price.",Has a good taste .....works well but too small as compared to price ,brands but when question comes for stain remover it is average and not so great. ,"So don’t waste your money buying this expensive toothpaste, instead go with the Dabur Ayurvedik toothpaste ",Value for money
"Dente91 Anti-Stain Charcoal Toothpaste for Stain Removal & Teeth Whitening, Protects against Dental Caries & Strengthens Enamel, Reduces 63% stains, Whitens teeth by 80% in just 3 days, 70g",189,87,87,0,"Customers like the toothpaste's quality. They say it's a reliable choice for optimal oral health, and a solid option for maintaining oral hygiene and achieving a brighter smile. The toothpaste is effective for whitening teeth and can be used for sensitive teeth.","Overall, I highly recommend Dente91 for anyone looking to enhance their oral care routine with an effective, enjoyable toothpaste.... ","effectiveness,stain removal, whitening effect, sensitivity, best quality products ",A reliable choice for optimal oral health ,Quality
"Dente91 Anti-Stain Charcoal Toothpaste for Stain Removal & Teeth Whitening, Protects against Dental Caries & Strengthens Enamel, Reduces 63% stains, Whitens teeth by 80% in just 3 days, 70g",189,34,34,0,Customers are satisfied with the product's effectiveness. They say it works well for bad breath and helps to purify breath.,"for anyone looking to enhance their oral care routine with an effective, enjoyable toothpaste.... ","Natural ingredients, effectiveness,stain removal, whitening effect, sensitivity, best quality products ",This toothpaste has various cleaning properties and also is known to purify breath. Highly recommended. ,Effectiveness
"Dente91 Anti-Stain Charcoal Toothpaste for Stain Removal & Teeth Whitening, Protects against Dental Caries & Strengthens Enamel, Reduces 63% stains, Whitens teeth by 80% in just 3 days, 70g",189,34,34,0,"Customers like the stain removal. Reviewers say it delivers remarkable stain removal, whitening teeth by 80%, and cleaning the teeth really well. It's a good toothpaste for yellow stain removal and relieves pain.",It delivers on its promises of stain removal and whitening while being kind to your teeth. A definite must-try! ,"Natural ingredients, effectiveness,stain removal, whitening effect, sensitivity, best quality products ","5/5! DENTE 91 excels in cleaning, freshness, and gentleness. Effective plaque removal, long-lasting minty taste, and no gum irritation. ",Stain removal
"Dente91 Anti-Stain Charcoal Toothpaste for Stain Removal & Teeth Whitening, Protects against Dental Caries & Strengthens Enamel, Reduces 63% stains, Whitens teeth by 80% in just 3 days, 70g",189,30,27,3,Customers appreciate the whitening effect of the toothpaste. They mention it removes stain and makes teeth shiny. The yellowness of their teeth has also decreased.,It delivers on its promises of stain removal and whitening while being kind to your teeth. A definite must-try! ,"Natural ingredients, effectiveness,stain removal, whitening effect, sensitivity, best quality products ",This toothpaste has really helped reduce stains and whiten my teeth. The charcoal ingredient is a game-changer. ,Whitening effect
"Dente91 Anti-Stain Charcoal Toothpaste for Stain Removal & Teeth Whitening, Protects against Dental Caries & Strengthens Enamel, Reduces 63% stains, Whitens teeth by 80% in just 3 days, 70g",189,24,24,0,Customers like the freshness of the toothpaste. It leaves a clean and fresh feeling after brushing. They also mention it helps remove tooth stains.,"5/5! DENTE 91 excels in cleaning, freshness, and gentleness. Effective plaque removal, long-lasting minty taste, and no gum irritation.... ",The charcoal ingredient is a game-changer. My mouth feels clean and fresh after every brush. ,This toothpaste includes Charcoal which actually brings in a fresh feel inside the mouth that lasts for a long time. ,Freshness
"Dente91 Anti-Stain Charcoal Toothpaste for Stain Removal & Teeth Whitening, Protects against Dental Caries & Strengthens Enamel, Reduces 63% stains, Whitens teeth by 80% in just 3 days, 70g",189,21,21,0,"Customers enjoy the toothpaste's taste. They say the charcoal flavor is good for teeth protection and it's an enjoyable routine with an effective, enjoyable toothpaste.","From the first use, I noticed a refreshing minty flavor that left my mouth feeling clean and invigorated.... ","Effective plaque removal, long-lasting minty taste, and no gum irritation. A reliable choice for optimal oral health ","Users appreciate its fresh taste, though some may find the texture a bit gritty. ",Taste
"Dente91 Anti-Stain Charcoal Toothpaste for Stain Removal & Teeth Whitening, Protects against Dental Caries & Strengthens Enamel, Reduces 63% stains, Whitens teeth by 80% in just 3 days, 70g",189,18,18,0,Customers appreciate the natural ingredients and charcoal in the tooth cleaning product. They mention it helps remove stains and whiten teeth. The product is fluoride-free and a refreshing choice.,"I appreciate that it’s free from harsh chemicals, making it a safer choice for daily use.... ","Natural ingredients, effectiveness,stain removal, whitening effect, sensitivity, best quality products ",The charcoal ingredient is a game-changer. My mouth feels clean and fresh after every brush. ,Chemical content
"Dente91 Anti-Stain Charcoal Toothpaste for Stain Removal & Teeth Whitening, Protects against Dental Caries & Strengthens Enamel, Reduces 63% stains, Whitens teeth by 80% in just 3 days, 70g",189,17,17,0,Customers appreciate the value for money of this tooth cleaning product. They say it cleans and whitens their teeth effectively in less than a week.,"Works well, cleans and whitens the teeths perfectly..overall value for money toothpaste. ",Value for money. Really helpful great product ,Overall value for money product. Must be try ,Value for money
Sensodyne Fresh Mint Sensitivity Relief Toothpaste Combo Pack For Daily Protection (150 g x 3),529,139,128,11,Customers are satisfied with the product quality. They mention it's good for tooth health and that they have used it for years. The toothpaste is also mentioned as great and having a good coordination and delivery time.,Nice quality Strong cleaning power Affordable price Nice one ,Very good products I use 4 years ,Best Quality ,Quality
Sensodyne Fresh Mint Sensitivity Relief Toothpaste Combo Pack For Daily Protection (150 g x 3),529,58,45,13,"Customers appreciate the value for money. They find it a standard product worth buying, and they say it's a great offer with a toothbrush.",Nice quality Strong cleaning power Affordable price Nice one ,Value of money and quality ,I liked it .. saved a penny.. ,Value for money
Sensodyne Fresh Mint Sensitivity Relief Toothpaste Combo Pack For Daily Protection (150 g x 3),529,52,47,5,Customers find the product effective for sensitivity. They say it protects teeth from aches and provides immediate relief from sensitivity. Some customers report feeling relief in a matter of weeks.,Good project for kids teeth ,It is good for teeth sensitivity ,It does what it says. My sensitivity of teeth is 99% under control and I can eat whatever I like now. ,Sensitivity
Sensodyne Fresh Mint Sensitivity Relief Toothpaste Combo Pack For Daily Protection (150 g x 3),529,16,16,0,"Customers are satisfied with the product. They say it's useful, does fine work, and delivers on its promises. Many consider it a staple in their daily routine and say it provides good results and pain relief.",Satisfied ,It's a toothpaste that delivers on its promises and has become a staple in my daily oral care routine. ,"Value for the money and its helpful i got good result, pain relief, smell was good. ",Satisfaction
Sensodyne Fresh Mint Sensitivity Relief Toothpaste Combo Pack For Daily Protection (150 g x 3),529,11,11,0,"Customers like the paste quality. They say it's good for all age groups, especially seniors.",Sensodyne fresh gel is the best quality paste.It is used in my family for a long time.... ,Good paste for senior citizens. ,Excellent tooth paste with good quality and flavour. Thanks Amazon and the seller for the good product and prompt delivery. ,Paste quality
Sensodyne Fresh Mint Sensitivity Relief Toothpaste Combo Pack For Daily Protection (150 g x 3),529,11,8,3,Customers enjoy the refreshing minty taste of the tooth cleaning product. It helps with tooth sensitivity and promotes overall oral health.,Very nice product and quality taste is very good ,Items in good condition Taste and fresh compared to peer companies. ,no germ protection .onlyflavour value highvery bad ,Taste
Sensodyne Fresh Mint Sensitivity Relief Toothpaste Combo Pack For Daily Protection (150 g x 3),529,10,10,0,"Customers like the brand name. They mention it's a genuine product, good for teeth, and reliable.",Good for teeth and genuine product ,Purchased it for my sister and she really liked it. Genuine product. Her teeth are in good condition now. ,Original product. Great for your teeth especially if you are suffering from sensitivity in your teeth. ,Brand name
Sensodyne Fresh Mint Sensitivity Relief Toothpaste Combo Pack For Daily Protection (150 g x 3),529,8,8,0,Customers enjoy the freshness of the product. They mention it leaves a pleasant taste in their mouth and makes them feel good about themselves.,Items in good condition Taste and fresh compared to peer companies. ,It's little bit sweet and provide great freshness ,"Fresh, good flavour. I use regularly. ",Freshness
